Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.31,0.42763761342998535
100% Corpus,9,0.31,0.61,0.47363091997547563
100% Corpus,9,0.31,0.9099999999999999,0.4878965429528505
100% Corpus,9,0.31,symmetric,0.35941854455269623
100% Corpus,9,0.61,0.01,0.35137933322606046
100% Corpus,9,0.61,0.31,0.3764270297699021
100% Corpus,9,0.61,0.61,0.4445981340185489
100% Corpus,9,0.61,0.9099999999999999,0.40301101464516
100% Corpus,9,0.61,symmetric,0.35258459305327683
100% Corpus,9,0.9099999999999999,0.01,0.3419962815883862
100% Corpus,9,0.9099999999999999,0.31,0.33750312569789775
100% Corpus,9,0.9099999999999999,0.61,0.3143246961666205
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.3137512223205285
100% Corpus,9,0.9099999999999999,symmetric,0.32876381874338406
100% Corpus,9,symmetric,0.01,0.3166743629553049
100% Corpus,9,symmetric,0.31,0.3870447157224804
100% Corpus,9,symmetric,0.61,0.4103801119036489
100% Corpus,9,symmetric,0.9099999999999999,0.4567231115482384
100% Corpus,9,symmetric,symmetric,0.32027062388297733
100% Corpus,9,asymmetric,0.01,0.32941685898848705
100% Corpus,9,asymmetric,0.31,0.41452061417651637
100% Corpus,9,asymmetric,0.61,0.42677677233039507
100% Corpus,9,asymmetric,0.9099999999999999,0.39607289265456935
100% Corpus,9,asymmetric,symmetric,0.42808579291502036
100% Corpus,10,0.01,0.01,0.339017108430404
100% Corpus,10,0.01,0.31,0.3858113982100698
100% Corpus,10,0.01,0.61,0.4473737232688214
100% Corpus,10,0.01,0.9099999999999999,0.4883230694705805
100% Corpus,10,0.01,symmetric,0.33549689295179175
100% Corpus,10,0.31,0.01,0.370581272919571
100% Corpus,10,0.31,0.31,0.4596587913377454
100% Corpus,10,0.31,0.61,0.46218362270378527
100% Corpus,10,0.31,0.9099999999999999,0.4777724458171121
100% Corpus,10,0.31,symmetric,0.35652573327725845
100% Corpus,10,0.61,0.01,0.3454694915985837
100% Corpus,10,0.61,0.31,0.36531568385263813
100% Corpus,10,0.61,0.61,0.42790261201182256
100% Corpus,10,0.61,0.9099999999999999,0.37885163864009375
100% Corpus,10,0.61,symmetric,0.35377786966045033
100% Corpus,10,0.9099999999999999,0.01,0.3377092640072281
100% Corpus,10,0.9099999999999999,0.31,0.3211794315060582
100% Corpus,10,0.9099999999999999,0.61,0.3079848555014576
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3039854579047391
100% Corpus,10,0.9099999999999999,symmetric,0.34498426205629534
100% Corpus,10,symmetric,0.01,0.3352668107617207
100% Corpus,10,symmetric,0.31,0.4069332634358389
100% Corpus,10,symmetric,0.61,0.43220513936560606
100% Corpus,10,symmetric,0.9099999999999999,0.5000894999143102
100% Corpus,10,symmetric,symmetric,0.342336831131909
100% Corpus,10,asymmetric,0.01,0.32615525850237975
100% Corpus,10,asymmetric,0.31,0.4575351933571216
100% Corpus,10,asymmetric,0.61,0.4357311182605951
100% Corpus,10,asymmetric,0.9099999999999999,0.42887679606360163
100% Corpus,10,asymmetric,symmetric,0.38613522151349666
